INCIDENT_TYPE,MONTH,YEAR,HUNDRED_BLOCK
Fatal/Injury Collision,4,2014, 158TH ST / FRASER HWY   
Fatal/Injury Collision,4,2014, 96TH AVE / 124TH ST   
Theft from Motor Vehicle,4,2014, 110TH AVE / SCOTT RD   
Theft from Motor Vehicle,4,2014, 138TH ST / 72ND AVE   
Theft of Motor Vehicle,4,2014, 97A AVE / 137B ST   
Theft from Motor Vehicle,4,2014, 120TH ST / 80TH AVE   
Fatal/Injury Collision,4,2014, 125TH ST / 60TH AVE   
Fatal/Injury Collision,4,2014, 16TH AVE / MARTIN DR   
Shoplifting,4,2014, 104TH AVE / SCOTT RD   
Fatal/Injury Collision,4,2014, HALL RD / KING GEORGE BLVD  
Fatal/Injury Collision,4,2014, 88TH AVE / KING GEORGE BLVD  
Fatal/Injury Collision,4,2014, 134TH ST / 83A AVE   
Fatal/Injury Collision,4,2014, 176TH ST / 88TH AVE   
Fatal/Injury Collision,4,2014, SCOTT RD / 100TH AVE   
Theft of Motor Vehicle,4,2014, 80TH AVE / KING GEORGE BLVD  
Fatal/Injury Collision,4,2014, 88TH AVE / 132ND ST   
Fatal/Injury Collision,4,2014, 176TH ST / FRASER HWY   
Fatal/Injury Collision,4,2014, 102ND AVE / 128TH ST   
Fatal/Injury Collision,4,2014, 128TH ST / 20TH AVE   
Fatal/Injury Collision,4,2014, 76TH AVE / KING GEORGE BLVD  
Fatal/Injury Collision,4,2014, 144TH ST / 24TH AVE   
Fatal/Injury Collision,4,2014, 72ND AVE / 152ND ST   
Fatal/Injury Collision,4,2014, 144TH ST / 88TH AVE   
Fatal/Injury Collision,4,2014, 84TH AVE / 192ND ST   
Fatal/Injury Collision,4,2014, GOLDEN EARS WAY / 96TH AVE  
Fatal/Injury Collision,4,2014, 132ND ST / 88TH AVE   
Fatal/Injury Collision,4,2014, 102A AVE / 152A ST   
Fatal/Injury Collision,4,2014, 72ND AVE / KING GEORGE BLVD  
Theft from Motor Vehicle,4,2014, 84TH AVE / 120TH ST   
Fatal/Injury Collision,4,2014, 104TH AVE / 148TH ST   
Fatal/Injury Collision,4,2014, 0TH AVE / 175A ST   
Fatal/Injury Collision,4,2014, 128TH ST / 96TH AVE   
Fatal/Injury Collision,4,2014, GOLDEN EARS WAY / 176TH ST  
Fatal/Injury Collision,4,2014, 122ND ST / 71ST AVE   
Fatal/Injury Collision,4,2014, 140TH ST / 90TH AVE   
Theft of Motor Vehicle,4,2014, 156TH ST / 100TH AVE   
Fatal/Injury Collision,4,2014, 96TH AVE / 128TH ST   
Fatal/Injury Collision,4,2014, 152ND ST / 24TH AVE   
Fatal/Injury Collision,4,2014, 61A AVE / 145TH ST   
Fatal/Injury Collision,4,2014, 32ND AVE / 152ND ST   
Fatal/Injury Collision,4,2014, 80TH AVE / 168TH ST   
Fatal/Injury Collision,4,2014, 16TH AVE / 176TH ST   
Theft from Motor Vehicle,4,2014, 122A ST / 84TH AVE   
Fatal/Injury Collision,4,2014, 144TH ST / 72ND AVE   
Fatal/Injury Collision,4,2014, 152ND ST / 68TH AVE   
Fatal/Injury Collision,4,2014, 103A AVE / SCOTT RD   
Fatal/Injury Collision,4,2014, 98TH AVE / 151ST ST   
Fatal/Injury Collision,4,2014, 72ND AVE / 122ND ST   
Fatal/Injury Collision,4,2014, 64TH AVE / FRASER HWY   
Fatal/Injury Collision,4,2014, 148TH ST / FRASER HWY   
Theft from Motor Vehicle,4,2014, KING GEORGE BLVD / 100TH AVE  
Break and Enter - Business,4,2014, FRASER HWY / 68TH AVE   
Theft from Motor Vehicle,4,2014, 96TH AVE / 160TH ST   
Theft from Motor Vehicle,4,2014, 146TH ST / 60A AVE   
Theft from Motor Vehicle,4,2014, 193RD ST / 68TH AVE   
Fatal/Injury Collision,4,2014, 72ND AVE / 140TH ST   
Theft from Motor Vehicle,4,2014, 161ST ST / 83RD AVE   
Fatal/Injury Collision,4,2014, 102ND AVE / KING GEORGE BLVD  
Fatal/Injury Collision,4,2014, 152ND ST / 84TH AVE   
Fatal/Injury Collision,4,2014, 132ND ST / 78TH AVE   
Fatal/Injury Collision,4,2014, 132ND ST / 78TH AVE   
Theft from Motor Vehicle,4,2014, 13900 HYLAND RD     
Theft from Motor Vehicle,4,2014, 10900 TIMBERLAND RD     
Fatal/Injury Collision,4,2014, 110TH AVE / 125TH ST   
Theft from Motor Vehicle,4,2014, 108TH AVE / KING GEORGE BLVD  
Fatal/Injury Collision,4,2014, 64TH AVE / KING GEORGE BLVD  
Fatal/Injury Collision,4,2014, 24TH AVE / KING GEORGE BLVD  
Theft of Motor Vehicle,5,2014,8600 TULSY CRES W    
Fatal/Injury Collision,5,2014,9800 KING GEORGE BLVD    
Break and Enter - Residence,5,2014,13500 89TH AVE     
Theft of Motor Vehicle,5,2014,13500 89TH AVE     
Theft from Motor Vehicle,5,2014,12300 81A AVE     
Theft of Motor Vehicle,5,2014,7800 148TH ST     
Theft from Motor Vehicle,5,2014,13400 72ND AVE     
Shoplifting,5,2014,9500 132ND ST     
Theft from Motor Vehicle,5,2014,7200 140A ST     
Theft from Motor Vehicle,5,2014,15300 22ND AVE     
Theft of Motor Vehicle,5,2014,13400 60TH AVE     
Theft from Motor Vehicle,5,2014,13700 96TH AVE     
Theft of Motor Vehicle,5,2014,14300 104TH AVE     
Theft of Motor Vehicle,5,2014,6600 134TH ST     
Theft from Motor Vehicle,5,2014,10200 127A ST     
Theft of Motor Vehicle,5,2014,12500 110TH AVE     
Theft from Motor Vehicle,5,2014,7000 129A ST     
Theft of Motor Vehicle,5,2014,12500 110TH AVE     
Theft from Motor Vehicle,5,2014,18100 60A AVE     
Break and Enter - Residence,5,2014,6700 191A ST     
Break and Enter - Residence,5,2014,16400 BEACH RD     
Theft from Motor Vehicle,5,2014,10500 138A ST     
Theft from Motor Vehicle,5,2014,12500 76A AVE     
Theft of Motor Vehicle,5,2014,15800 108TH AVE     
Theft from Motor Vehicle,5,2014,14100 83RD AVE     
Break and Enter - Business,5,2014,12000 NORDEL WAY     
Break and Enter - Business,5,2014,8800 152A ST     
Theft of Motor Vehicle,5,2014,12000 NORDEL WAY     
Theft of Motor Vehicle,5,2014,15200 99TH AVE     
Break and Enter - Residence,5,2014,12400 96TH AVE     
Break and Enter - Business,5,2014,9500 120TH ST     
Theft from Motor Vehicle,5,2014,14800 57A AVE     
Theft from Motor Vehicle,5,2014,7800 141B ST     
Theft from Motor Vehicle,5,2014,9200 140TH ST     
Theft from Motor Vehicle,5,2014,12500 76A AVE     
Theft of Motor Vehicle,5,2014,7100 131ST ST     
Fatal/Injury Collision,5,2014,7400 KING GEORGE BLVD    
Theft of Motor Vehicle,5,2014,13000 108TH AVE     
Theft from Motor Vehicle,5,2014,2600 MAPLE ST     
Theft of Motor Vehicle,5,2014,12700 110TH AVE     
Theft of Motor Vehicle,5,2014,15300 102A AVE     
Theft from Motor Vehicle,5,2014,6400 141A ST     
Fatal/Injury Collision,5,2014,6100 168TH ST     
Theft from Motor Vehicle,5,2014,10600 HOLLY PARK LANE    
Theft from Motor Vehicle,5,2014,7500 150A ST     
Theft from Motor Vehicle,5,2014,7500 KING GEORGE BLVD    
Theft of Motor Vehicle,5,2014,13800 91ST AVE     
Theft of Motor Vehicle,5,2014,15300 102A AVE     
Theft of Motor Vehicle,5,2014,9900 159TH ST     
Fatal/Injury Collision,5,2014,14800 80B AVE     
Theft from Motor Vehicle,5,2014,14400 74A AVE     
Break and Enter - Residence,5,2014,15400 KILMORE PL     
Theft from Motor Vehicle,5,2014,9200 135TH ST     
Theft from Motor Vehicle,5,2014,15100 94TH AVE     
Break and Enter - Business,5,2014,17400 56TH AVE     
Shoplifting,5,2014,13100 104TH AVE     
Theft of Motor Vehicle,5,2014,13400 HILTON RD     
Theft from Motor Vehicle,5,2014,7500 143C ST     
Theft from Motor Vehicle,5,2014,15900 101ST AVE     
Theft from Motor Vehicle,5,2014,13400 KING GEORGE BLVD    
Theft of Motor Vehicle,5,2014,7000 152ND ST     
Break and Enter - Residence,5,2014,18000 64A AVE     
Theft of Motor Vehicle,5,2014,18000 64A AVE     
Break and Enter - Residence,5,2014,6800 131ST ST     
Theft from Motor Vehicle,5,2014,14900 88TH AVE     
Break and Enter - Business,5,2014,15900 FRASER HWY     
Theft from Motor Vehicle,5,2014,5800 148TH ST     
Break and Enter - Business,5,2014,13600 108TH AVE     
Break and Enter - Business,5,2014,17900 ROAN PL     
Theft from Motor Vehicle,5,2014,7000 151A ST     
Theft of Motor Vehicle,5,2014,16900 84TH AVE     
Theft of Motor Vehicle,5,2014,12600 67A AVE     
Theft from Motor Vehicle,5,2014,13400 60A AVE     
Theft from Motor Vehicle,5,2014,19400 62ND AVE     
Break and Enter - Residence,5,2014,6100 150TH ST     
Theft from Motor Vehicle,5,2014,15100 36TH AVE     
Theft of Motor Vehicle,5,2014,13900 64A AVE     
Break and Enter - Residence,5,2014,13300 100TH AVE     
Fatal/Injury Collision,5,2014,8600 160TH ST     
Break and Enter - Residence,5,2014,13900 92ND AVE     
Theft from Motor Vehicle,5,2014,7600 144A ST     
Break and Enter - Business,5,2014,12800 76TH AVE     
Break and Enter - Business,5,2014,14700 108TH AVE     
Fatal/Injury Collision,5,2014,8400 151A ST     
Theft of Motor Vehicle,5,2014,14600 84TH AVE     
Theft of Motor Vehicle,5,2014,9400 160TH ST     
Shoplifting,5,2014,9500 132ND ST     
Theft from Motor Vehicle,5,2014,10600 158TH ST     
Theft from Motor Vehicle,5,2014,6500 130A ST     
Theft from Motor Vehicle,5,2014,2200 129TH ST     
Break and Enter - Residence,5,2014,1700 AMBLE GREENE DR    
Theft from Motor Vehicle,5,2014,1700 AMBLE GREENE DR    
Theft from Motor Vehicle,5,2014,1400 128TH ST     
Theft of Motor Vehicle,5,2014,14500 81ST AVE     
Theft from Motor Vehicle,5,2014,8900 150A ST     
Theft of Motor Vehicle,5,2014,10600 141A ST     
Theft of Motor Vehicle,5,2014,12500 97TH AVE     
Theft from Motor Vehicle,5,2014,8900 EDINBURGH DR     
Break and Enter - Business,5,2014,10600 KING GEORGE BLVD    
Theft of Motor Vehicle,5,2014,13000 106TH AVE     
Theft of Motor Vehicle,5,2014,9300 155TH ST     
Theft from Motor Vehicle,5,2014,11400 138TH ST     
Break and Enter - Business,5,2014,17400 56TH AVE     
Theft of Motor Vehicle,5,2014,8500 152A ST     
Theft of Motor Vehicle,5,2014,11400 ALPEN PL     
Break and Enter - Residence,5,2014,14100 84A AVE     
Theft from Motor Vehicle,5,2014,8800 140B ST     
Break and Enter - Business,5,2014,17400 56TH AVE     
Theft of Motor Vehicle,5,2014,12500 90A AVE     
Theft of Motor Vehicle,5,2014,13400 71ST AVE     
Theft of Motor Vehicle,5,2014,14000 102ND AVE     
Theft from Motor Vehicle,5,2014,13200 OLD YALE RD    
Break and Enter - Business,5,2014,6800 128TH ST     
Theft from Motor Vehicle,5,2014,14600 73RD AVE     
Break and Enter - Business,5,2014,12000 NORDEL WAY     
Theft of Motor Vehicle,5,2014,7500 144A ST     
Theft from Motor Vehicle,5,2014,11400 138TH ST     
Break and Enter - Residence,5,2014,7000 144TH ST     
Theft of Motor Vehicle,5,2014,14600 105A AVE     
Break and Enter - Business,5,2014,15100 FRASER HWY     
Theft of Motor Vehicle,5,2014,10400 125TH ST     
Theft of Motor Vehicle,5,2014,18100 68A AVE     
Theft from Motor Vehicle,5,2014,12200 84TH AVE     
Theft of Motor Vehicle,5,2014,11300 138TH ST     
Theft of Motor Vehicle,5,2014,16800 58A AVE     
Fatal/Injury Collision,5,2014,10900 132A ST     
Theft of Motor Vehicle,5,2014,15400 91A AVE     
Theft of Motor Vehicle,5,2014,6900 150B ST     
Theft from Motor Vehicle,5,2014,9900 126TH ST     
Theft from Motor Vehicle,5,2014,2300 152A ST     
Theft of Motor Vehicle,5,2014,13900 89TH AVE     
Fatal/Injury Collision,5,2014,17800 55TH AVE     
Break and Enter - Business,5,2014,13400 96TH AVE     
Theft from Motor Vehicle,5,2014,13900 LAUREL DR     
Theft of Motor Vehicle,5,2014,14200 18TH AVE     
Theft of Motor Vehicle,5,2014,10900 128A ST     
Theft of Motor Vehicle,5,2014,12100 68TH AVE     
Break and Enter - Business,5,2014,13400 KING GEORGE BLVD    
Theft of Motor Vehicle,5,2014,6400 124TH ST     
Break and Enter - Business,5,2014,5500 153A ST     
Theft of Motor Vehicle,5,2014,6600 192ND ST     
Theft of Motor Vehicle,5,2014,14300 103RD AVE     
Break and Enter - Business,5,2014,10700 138TH ST     
Theft from Motor Vehicle,5,2014,13700 20A AVE     
Theft of Motor Vehicle,5,2014,5900 ANGUS PL     
Theft of Motor Vehicle,5,2014,10800 162B ST     
Break and Enter - Residence,5,2014,13400 65A AVE     
Theft from Motor Vehicle,5,2014,14100 78TH AVE     
Theft from Motor Vehicle,5,2014,7300 130TH ST     
Theft of Motor Vehicle,5,2014,19300 73RD AVE     
Fatal/Injury Collision,5,2014,8100 HARVIE RD     
Theft of Motor Vehicle,5,2014,12400 74TH AVE     
Theft from Motor Vehicle,5,2014,15000 76A AVE     
Theft of Motor Vehicle,5,2014,13800 102ND AVE     
Break and Enter - Business,5,2014,17900 ROAN PL     
Theft from Motor Vehicle,5,2014,13700 96TH AVE     
Theft from Motor Vehicle,5,2014,14000 114TH AVE     
Theft of Motor Vehicle,5,2014,13800 90TH AVE     
Theft of Motor Vehicle,5,2014,6200 129TH ST     
Theft from Motor Vehicle,5,2014,11300 133A ST     
Theft of Motor Vehicle,5,2014,7200 144TH ST     
Theft of Motor Vehicle,5,2014,13400 80A AVE     
Fatal/Injury Collision,5,2014,2500 150TH ST     
Theft from Motor Vehicle,5,2014,15200 34TH AVE     
Theft of Motor Vehicle,5,2014,7500 129A ST     
Theft from Motor Vehicle,5,2014,14500 59A AVE     
Theft of Motor Vehicle,5,2014,15000 92A AVE     
Theft from Motor Vehicle,5,2014,7300 PARKWOOD DR     
Break and Enter - Residence,5,2014,13000 65B AVE     
Theft of Motor Vehicle,5,2014,13500 88A AVE     
Theft from Motor Vehicle,5,2014,9300 159TH ST     
Theft of Motor Vehicle,5,2014,6600 183RD ST     
Theft of Motor Vehicle,5,2014,13700 102ND AVE     
Theft from Motor Vehicle,5,2014,5800 167TH ST     
Theft from Motor Vehicle,5,2014,10800 CITY PKWY     
Theft from Motor Vehicle,5,2014,10800 CITY PKWY     
Break and Enter - Business,5,2014,10000 152ND ST     
Theft from Motor Vehicle,5,2014,13900 68TH AVE     
Break and Enter - Residence,5,2014,7400 TODD CRES     
Theft of Motor Vehicle,5,2014,13200 26TH AVE     
Theft of Motor Vehicle,5,2014,13900 94A AVE     
Theft from Motor Vehicle,5,2014,14300 86A AVE     
Theft of Motor Vehicle,5,2014,14600 80A AVE     
Theft from Motor Vehicle,5,2014,16300 11TH AVE     
Theft of Motor Vehicle,5,2014,14300 72ND AVE     
Break and Enter - Residence,5,2014,15000 35TH AVE     
Theft of Motor Vehicle,5,2014,8900 151ST ST     
Theft from Motor Vehicle,5,2014,2900 156TH ST     
Theft of Motor Vehicle,5,2014,10100 PARK DR     
Shoplifting,5,2014,13600 110A AVE     
Break and Enter - Business,5,2014,12700 58TH AVE     
Theft of Motor Vehicle,5,2014,16700 80TH AVE     
Theft of Motor Vehicle,5,2014,13500 80A AVE     
Theft from Motor Vehicle,5,2014,14200 18A AVE     
Theft from Motor Vehicle,5,2014,8600 KING GEORGE BLVD    
Shoplifting,5,2014,10700 KING GEORGE BLVD    
Theft from Motor Vehicle,5,2014,13200 OLD YALE RD    
Break and Enter - Business,5,2014,10200 CITY PKWY     
Theft from Motor Vehicle,5,2014,11400 139TH ST     
Theft of Motor Vehicle,5,2014,13600 67TH AVE     
Theft of Motor Vehicle,5,2014,14000 103A AVE     
Theft from Motor Vehicle,5,2014,9100 138A ST     
Theft of Motor Vehicle,5,2014,13400 KING GEORGE BLVD    
Theft from Motor Vehicle,5,2014,2400 161A ST     
Theft of Motor Vehicle,5,2014,13400 71ST AVE     
Theft of Motor Vehicle,5,2014,14200 36A AVE     
Theft of Motor Vehicle,5,2014,9900 116TH ST     
Theft of Motor Vehicle,5,2014,10800 129TH ST     
Break and Enter - Residence,5,2014,15200 28A AVE     
Theft of Motor Vehicle,5,2014,6500 KING GEORGE BLVD    
Theft of Motor Vehicle,5,2014,10800 CITY PKWY     
Theft of Motor Vehicle,5,2014,17400 103A AVE     
Theft of Motor Vehicle,5,2014,13200 70B AVE     
Theft of Motor Vehicle,5,2014,2900 OHARA LANE     
Theft of Motor Vehicle,5,2014,12000 68TH AVE     
Theft of Motor Vehicle,5,2014,10000 132A ST     
Theft of Motor Vehicle,5,2014,12000 101A AVE     
Theft from Motor Vehicle,5,2014,13400 63RD AVE     
Theft of Motor Vehicle,5,2014,7400 144TH ST     
Theft from Motor Vehicle,5,2014,7500 HURDLE CRES     
Theft of Motor Vehicle,5,2014,14200 62B AVE     
Theft from Motor Vehicle,5,2014,7000 125A ST     
Break and Enter - Residence,5,2014,3500 150A ST     
Theft of Motor Vehicle,5,2014,16700 85A AVE     
Theft from Motor Vehicle,5,2014,14500 89A AVE     
Break and Enter - Residence,5,2014,7200 141A ST     
Theft from Motor Vehicle,5,2014,9100 146A ST     
Theft from Motor Vehicle,5,2014,13700 105A AVE     
Theft of Motor Vehicle,5,2014,15000 69TH AVE     
Theft from Motor Vehicle,5,2014,2300 153A ST     
Theft of Motor Vehicle,5,2014,5400 125A ST     
Theft of Motor Vehicle,5,2014,13100 98TH AVE     
Break and Enter - Business,5,2014,15900 108TH AVE     
Theft of Motor Vehicle,5,2014,8800 149TH ST     
Theft of Motor Vehicle,5,2014,14700 80A AVE     
Theft of Motor Vehicle,5,2014,8600 147TH ST     
Theft from Motor Vehicle,5,2014,9100 160A ST     
Theft from Motor Vehicle,5,2014,11400 138TH ST     
Theft from Motor Vehicle,5,2014,14500 88A AVE     
Break and Enter - Business,5,2014,10700 KING GEORGE BLVD    
Theft from Motor Vehicle,5,2014,13500 CRESTVIEW DR     
Theft of Motor Vehicle,5,2014,9500 NAIRN PL     
Theft of Motor Vehicle,5,2014,6100 172A ST     
Theft from Motor Vehicle,5,2014,13700 88TH AVE     
Theft of Motor Vehicle,5,2014,2800 152ND ST     
Theft from Motor Vehicle,5,2014,14900 SWALLOW DR     
Theft of Motor Vehicle,5,2014,15100 68TH AVE     
Break and Enter - Residence,5,2014,18600 FRASER HWY     
Theft of Motor Vehicle,5,2014,15200 100TH AVE     
Theft of Motor Vehicle,5,2014,7900 122ND ST     
Theft of Motor Vehicle,5,2014,13300 70B AVE     
Theft from Motor Vehicle,5,2014,14100 115A AVE     
Theft from Motor Vehicle,5,2014,6000 BOUNDARY DR W    
Break and Enter - Business,5,2014,19500 TELEGRAPH TR     
Theft of Motor Vehicle,5,2014,9400 151A ST     
Theft from Motor Vehicle,5,2014,7600 142ND ST     
Theft from Motor Vehicle,5,2014,10900 162ND ST     
Theft of Motor Vehicle,5,2014,10200 133RD ST     
Theft of Motor Vehicle,5,2014,17700 69TH AVE     
Theft of Motor Vehicle,5,2014,15000 58TH AVE     
Shoplifting,5,2014,14600 104TH AVE     
Theft from Motor Vehicle,5,2014,13100 74TH AVE     
Theft from Motor Vehicle,5,2014,15200 29A AVE     
Theft of Motor Vehicle,5,2014,10700 144TH ST     
Theft of Motor Vehicle,5,2014,14500 110TH AVE     
Theft from Motor Vehicle,5,2014,7600 148TH ST     
Theft of Motor Vehicle,5,2014,6100 132ND ST     
Theft from Motor Vehicle,5,2014,7200 130A ST     
Theft from Motor Vehicle,5,2014,15700 99TH AVE     
Break and Enter - Residence,5,2014,2500 163A ST     
Theft from Motor Vehicle,5,2014,2500 163A ST     
Theft from Motor Vehicle,5,2014,13500 96TH AVE     
Theft from Motor Vehicle,5,2014,14400 74A AVE     
Theft from Motor Vehicle,5,2014,19400 55TH AVE     
Theft from Motor Vehicle,5,2014,6400 131A ST     
Theft from Motor Vehicle,5,2014,12000 76TH AVE     
Theft from Motor Vehicle,5,2014,12100 75A AVE     
Theft of Motor Vehicle,5,2014,13100 106A AVE     
Theft of Motor Vehicle,5,2014,8100 120A ST     
Theft of Motor Vehicle,5,2014,10900 ORIOLE DR     
Theft of Motor Vehicle,5,2014,14000 114TH AVE     
Theft from Motor Vehicle,5,2014,7100 121ST ST     
Break and Enter - Residence,5,2014,8800 160A ST     
Theft of Motor Vehicle,5,2014,8800 160A ST     
Theft from Motor Vehicle,5,2014,15400 31ST AVE     
Theft from Motor Vehicle,5,2014,13300 104TH AVE     
Theft of Motor Vehicle,5,2014,14800 62ND AVE     
Break and Enter - Business,5,2014,17600 66TH AVE     
Theft from Motor Vehicle,5,2014,7100 144B ST     
Theft of Motor Vehicle,5,2014,13700 101ST AVE     
Theft from Motor Vehicle,5,2014,15700 106TH AVE     
Theft of Motor Vehicle,5,2014,16200 94A AVE     
Theft from Motor Vehicle,5,2014,13900 115A AVE     
Theft of Motor Vehicle,5,2014,18500 24TH AVE     
Theft of Motor Vehicle,5,2014,9400 159A ST     
Break and Enter - Business,5,2014,13300 COMBER WAY     
Theft from Motor Vehicle,5,2014,13500 63RD AVE     
Theft from Motor Vehicle,5,2014,14800 70B AVE     
Break and Enter - Residence,5,2014,17300 0B AVE     
Break and Enter - Residence,5,2014,9300 BOTHWELL DR     
Theft from Motor Vehicle,5,2014,12100 72ND AVE     
Theft from Motor Vehicle,5,2014,7300 193RD ST     
Theft from Motor Vehicle,5,2014,2500 161A ST     
Theft of Motor Vehicle,5,2014,18200 64TH AVE     
Theft from Motor Vehicle,5,2014,2500 161A ST     
Theft from Motor Vehicle,5,2014,9900 154TH ST     
Theft of Motor Vehicle,5,2014,12500 77B AVE     
Theft from Motor Vehicle,5,2014,13900 68TH AVE     
Theft of Motor Vehicle,5,2014,14100 62A AVE     
Break and Enter - Business,5,2014,13300 102A AVE     
Theft from Motor Vehicle,5,2014,16200 16TH AVE     
Theft from Motor Vehicle,5,2014,5900 SOUTHPARK CLS     
Theft of Motor Vehicle,5,2014,13900 94TH AVE     
Theft from Motor Vehicle,5,2014,16400 GLENSIDE CRT     
Theft of Motor Vehicle,5,2014,18800 68TH AVE     
Theft from Motor Vehicle,5,2014,19500 96TH AVE     
Theft from Motor Vehicle,5,2014,14100 78TH AVE     
Theft from Motor Vehicle,5,2014,14600 WINTER CRES     
Theft of Motor Vehicle,5,2014,13500 113TH AVE     
Theft of Motor Vehicle,5,2014,15800 85TH AVE     
Theft from Motor Vehicle,5,2014,10700 142A ST     
Theft from Motor Vehicle,5,2014,12100 96TH AVE     
Theft from Motor Vehicle,5,2014,15000 19A AVE     
Break and Enter - Residence,5,2014,1900 154A ST     
Theft of Motor Vehicle,5,2014,10600 132ND ST     
Theft of Motor Vehicle,5,2014,9300 159A ST     
Theft from Motor Vehicle,5,2014,10200 124TH ST     
Theft from Motor Vehicle,5,2014,13400 87B AVE     
Theft from Motor Vehicle,5,2014,14000 GROSVENOR RD     
Theft of Motor Vehicle,5,2014,8900 FLEETWOOD WAY     
Theft from Motor Vehicle,5,2014,9400 152ND ST     
Theft from Motor Vehicle,5,2014,11900 97A AVE     
Theft from Motor Vehicle,5,2014,6100 188TH ST     
Theft from Motor Vehicle,5,2014,7100 178TH ST     
Theft from Motor Vehicle,5,2014,7800 120A ST     
Theft of Motor Vehicle,5,2014,13800 112A AVE     
Break and Enter - Business,5,2014,13700 74TH AVE     
Theft from Motor Vehicle,5,2014,14000 ANTRIM RD     
Theft of Motor Vehicle,5,2014,9700 115A ST     
Theft from Motor Vehicle,5,2014,7700 ANVIL WAY     
Theft from Motor Vehicle,5,2014,14800 66A AVE     
Theft from Motor Vehicle,5,2014,7500 150A ST     
Theft of Motor Vehicle,5,2014,8700 151ST ST     
